learn_id,pokemon_id,move_id,pokemon_name_en,move_name_en,gen,method,learn_level
42,1,349,Bulbasaur,Grassy Terrain,9,TM,0
43,1,346,Bulbasaur,Grass Pledge,9,TM,0
44,1,742,Bulbasaur,Sludge Bomb,9,TM,0
45,1,447,Bulbasaur,Leaf Storm,9,TM,0
46,1,757,Bulbasaur,Solar Beam,9,TM,0
47,1,847,Bulbasaur,Tera Blast,9,TM,0
48,1,869,Bulbasaur,Toxic,9,TM,0
49,1,438,Bulbasaur,Knock Off,9,TM,0
50,1,911,Bulbasaur,Weather Ball,9,TM,0
51,1,348,Bulbasaur,Grassy Glide,9,TM,0
52,1,183,Bulbasaur,Double-Edge,9,TM,0
53,1,154,Bulbasaur,Curse,9,TM,0
54,1,474,Bulbasaur,Magical Leaf,9,level_up,30
55,1,19,Bulbasaur,Amnesia,9,level_up,40
56,1,743,Bulbasaur,Sludge Wave,9,level_up,42
57,1,183,Bulbasaur,Double-Edge,9,level_up,45
58,1,457,Bulbasaur,Light Screen,9,TM,0
59,1,683,Bulbasaur,Safeguard,9,TM,0
60,1,925,Bulbasaur,Work Up,9,TM,0
61,1,583,Bulbasaur,Petal Dance,9,TM,0
62,2,352,Ivysaur,Growl,9,level_up,1
63,2,353,Ivysaur,Growth,9,level_up,1
64,2,830,Ivysaur,Tackle,9,level_up,1
65,2,897,Ivysaur,Vine Whip,9,level_up,1
66,2,451,Ivysaur,Leech Seed,9,level_up,9
67,2,647,Ivysaur,Razor Leaf,9,level_up,12
68,2,595,Ivysaur,Poison Powder,9,level_up,15
69,2,739,Ivysaur,Sleep Powder,9,level_up,15
70,2,701,Ivysaur,Seed Bomb,9,level_up,20
71,2,835,Ivysaur,Take Down,9,level_up,25
72,2,822,Ivysaur,Sweet Scent,9,level_up,30
73,2,827,Ivysaur,Synthesis,9,level_up,35
74,2,926,Ivysaur,Worry Seed,9,level_up,40
75,2,611,Ivysaur,Power Whip,9,level_up,45
76,2,757,Ivysaur,Solar Beam,9,level_up,50
77,2,835,Ivysaur,Take Down,9,egg,1
78,2,111,Ivysaur,Charm,9,egg,1
79,2,616,Ivysaur,Protect,9,egg,1
80,2,7,Ivysaur,Acid Spray,9,egg,1
81,2,872,Ivysaur,Trailblaze,9,egg,1
82,2,234,Ivysaur,Facade,9,egg,1
83,2,474,Ivysaur,Magical Leaf,9,egg,1
84,2,895,Ivysaur,Venoshock,9,egg,1
85,2,223,Ivysaur,Endure,9,egg,1
86,2,810,Ivysaur,Sunny Day,9,egg,1
87,2,98,Ivysaur,Bullet Seed,9,egg,1
88,2,240,Ivysaur,False Swipe,9,egg,1
89,2,75,Ivysaur,Body Slam,9,egg,1
90,2,740,Ivysaur,Sleep Talk,9,egg,1
91,2,701,Ivysaur,Seed Bomb,9,egg,1
92,2,345,Ivysaur,Grass Knot,9,egg,1
93,2,656,Ivysaur,Rest,9,egg,1
94,2,825,Ivysaur,Swords Dance,9,egg,1
95,2,807,Ivysaur,Substitute,9,egg,1
96,2,336,Ivysaur,Giga Drain,9,egg,1
97,2,224,Ivysaur,Energy Ball,9,egg,1
98,2,382,Ivysaur,Helping Hand,9,egg,1
99,2,349,Ivysaur,Grassy Terrain,9,egg,1
100,2,346,Ivysaur,Grass Pledge,9,egg,1
101,2,742,Ivysaur,Sludge Bomb,9,egg,1
102,2,447,Ivysaur,Leaf Storm,9,egg,1
103,2,757,Ivysaur,Solar Beam,9,egg,1
104,2,847,Ivysaur,Tera Blast,9,egg,1
105,2,664,Ivysaur,Roar,9,egg,1
106,2,869,Ivysaur,Toxic,9,egg,1
107,2,438,Ivysaur,Knock Off,9,egg,1
108,2,911,Ivysaur,Weather Ball,9,egg,1
109,2,348,Ivysaur,Grassy Glide,9,egg,1
110,2,183,Ivysaur,Double-Edge,9,egg,1
111,2,154,Ivysaur,Curse,9,egg,1
112,2,835,Ivysaur,Take Down,9,TM,0
113,2,111,Ivysaur,Charm,9,TM,0
114,2,616,Ivysaur,Protect,9,TM,0
115,2,7,Ivysaur,Acid Spray,9,TM,0
116,2,872,Ivysaur,Trailblaze,9,TM,0
117,2,234,Ivysaur,Facade,9,TM,0
118,2,474,Ivysaur,Magical Leaf,9,TM,0
119,2,895,Ivysaur,Venoshock,9,TM,0
120,2,223,Ivysaur,Endure,9,TM,0
121,2,810,Ivysaur,Sunny Day,9,TM,0
122,2,98,Ivysaur,Bullet Seed,9,TM,0
123,2,240,Ivysaur,False Swipe,9,TM,0
124,2,75,Ivysaur,Body Slam,9,TM,0
125,2,740,Ivysaur,Sleep Talk,9,TM,0
126,2,701,Ivysaur,Seed Bomb,9,TM,0
127,2,345,Ivysaur,Grass Knot,9,TM,0
128,2,656,Ivysaur,Rest,9,TM,0
129,2,825,Ivysaur,Swords Dance,9,TM,0
130,2,807,Ivysaur,Substitute,9,TM,0
131,2,336,Ivysaur,Giga Drain,9,TM,0
132,2,224,Ivysaur,Energy Ball,9,TM,0
133,2,382,Ivysaur,Helping Hand,9,TM,0
134,2,349,Ivysaur,Grassy Terrain,9,TM,0
135,2,346,Ivysaur,Grass Pledge,9,TM,0
136,2,742,Ivysaur,Sludge Bomb,9,TM,0
137,2,447,Ivysaur,Leaf Storm,9,TM,0
138,2,757,Ivysaur,Solar Beam,9,TM,0
139,2,847,Ivysaur,Tera Blast,9,TM,0
140,2,664,Ivysaur,Roar,9,TM,0
141,2,869,Ivysaur,Toxic,9,TM,0
142,2,438,Ivysaur,Knock Off,9,TM,0
143,2,911,Ivysaur,Weather Ball,9,TM,0
144,2,348,Ivysaur,Grassy Glide,9,TM,0
145,2,183,Ivysaur,Double-Edge,9,TM,0
146,2,154,Ivysaur,Curse,9,TM,0
147,2,474,Ivysaur,Magical Leaf,9,level_up,30
148,2,19,Ivysaur,Amnesia,9,level_up,40
149,2,743,Ivysaur,Sludge Wave,9,level_up,42
150,2,183,Ivysaur,Double-Edge,9,level_up,45
151,2,457,Ivysaur,Light Screen,9,TM,0
152,2,683,Ivysaur,Safeguard,9,TM,0
153,2,925,Ivysaur,Work Up,9,TM,0
154,2,583,Ivysaur,Petal Dance,9,TM,0
155,3,352,Venusaur,Growl,9,level_up,1
156,3,353,Venusaur,Growth,9,level_up,1
157,3,583,Venusaur,Petal Dance,9,level_up,1
158,3,830,Venusaur,Tackle,9,level_up,1
159,3,897,Venusaur,Vine Whip,9,level_up,1
160,3,451,Venusaur,Leech Seed,9,level_up,9
161,3,647,Venusaur,Razor Leaf,9,level_up,12
162,3,595,Venusaur,Poison Powder,9,level_up,15
163,3,739,Venusaur,Sleep Powder,9,level_up,15
164,3,701,Venusaur,Seed Bomb,9,level_up,20
165,3,835,Venusaur,Take Down,9,level_up,25
166,3,822,Venusaur,Sweet Scent,9,level_up,30
167,3,827,Venusaur,Synthesis,9,level_up,37
168,3,926,Venusaur,Worry Seed,9,level_up,44
169,3,611,Venusaur,Power Whip,9,level_up,51
170,3,757,Venusaur,Solar Beam,9,level_up,58
171,3,582,Venusaur,Petal Blizzard,9,evolution,32
172,3,835,Venusaur,Take Down,9,egg,1
173,3,111,Venusaur,Charm,9,egg,1
174,3,693,Venusaur,Scary Face,9,egg,1
175,3,616,Venusaur,Protect,9,egg,1
176,3,7,Venusaur,Acid Spray,9,egg,1
177,3,872,Venusaur,Trailblaze,9,egg,1
178,3,234,Venusaur,Facade,9,egg,1
179,3,96,Venusaur,Bulldoze,9,egg,1
180,3,474,Venusaur,Magical Leaf,9,egg,1
181,3,895,Venusaur,Venoshock,9,egg,1
182,3,223,Venusaur,Endure,9,egg,1
183,3,810,Venusaur,Sunny Day,9,egg,1
184,3,98,Venusaur,Bullet Seed,9,egg,1
185,3,240,Venusaur,False Swipe,9,egg,1
186,3,75,Venusaur,Body Slam,9,egg,1
187,3,740,Venusaur,Sleep Talk,9,egg,1
188,3,701,Venusaur,Seed Bomb,9,egg,1
189,3,345,Venusaur,Grass Knot,9,egg,1
190,3,594,Venusaur,Poison Jab,9,egg,1
191,3,793,Venusaur,Stomping Tantrum,9,egg,1
192,3,656,Venusaur,Rest,9,egg,1
193,3,825,Venusaur,Swords Dance,9,egg,1
194,3,807,Venusaur,Substitute,9,egg,1
195,3,336,Venusaur,Giga Drain,9,egg,1
196,3,224,Venusaur,Energy Ball,9,egg,1
197,3,19,Venusaur,Amnesia,9,egg,1
198,3,382,Venusaur,Helping Hand,9,egg,1
199,3,207,Venusaur,Earth Power,9,egg,1
200,3,349,Venusaur,Grassy Terrain,9,egg,1
201,3,346,Venusaur,Grass Pledge,9,egg,1
202,3,742,Venusaur,Sludge Bomb,9,egg,1
203,3,208,Venusaur,Earthquake,9,egg,1
204,3,337,Venusaur,Giga Impact,9,egg,1
205,3,289,Venusaur,Frenzy Plant,9,egg,1
206,3,447,Venusaur,Leaf Storm,9,egg,1
207,3,399,Venusaur,Hyper Beam,9,egg,1
208,3,757,Venusaur,Solar Beam,9,egg,1
209,3,847,Venusaur,Tera Blast,9,egg,1
210,3,664,Venusaur,Roar,9,egg,1
211,3,869,Venusaur,Toxic,9,egg,1
212,3,438,Venusaur,Knock Off,9,egg,1
213,3,911,Venusaur,Weather Ball,9,egg,1
214,3,348,Venusaur,Grassy Glide,9,egg,1
215,3,183,Venusaur,Double-Edge,9,egg,1
216,3,582,Venusaur,Petal Blizzard,9,egg,1
217,3,154,Venusaur,Curse,9,egg,1
218,3,835,Venusaur,Take Down,9,TM,0
219,3,111,Venusaur,Charm,9,TM,0
220,3,693,Venusaur,Scary Face,9,TM,0
221,3,616,Venusaur,Protect,9,TM,0
222,3,7,Venusaur,Acid Spray,9,TM,0
223,3,872,Venusaur,Trailblaze,9,TM,0
224,3,234,Venusaur,Facade,9,TM,0
225,3,96,Venusaur,Bulldoze,9,TM,0
226,3,474,Venusaur,Magical Leaf,9,TM,0
227,3,895,Venusaur,Venoshock,9,TM,0
228,3,223,Venusaur,Endure,9,TM,0
229,3,810,Venusaur,Sunny Day,9,TM,0
230,3,98,Venusaur,Bullet Seed,9,TM,0
231,3,240,Venusaur,False Swipe,9,TM,0
232,3,75,Venusaur,Body Slam,9,TM,0
233,3,740,Venusaur,Sleep Talk,9,TM,0
234,3,701,Venusaur,Seed Bomb,9,TM,0
235,3,345,Venusaur,Grass Knot,9,TM,0
236,3,594,Venusaur,Poison Jab,9,TM,0
237,3,793,Venusaur,Stomping Tantrum,9,TM,0
238,3,656,Venusaur,Rest,9,TM,0
239,3,825,Venusaur,Swords Dance,9,TM,0
240,3,807,Venusaur,Substitute,9,TM,0
241,3,336,Venusaur,Giga Drain,9,TM,0
242,3,224,Venusaur,Energy Ball,9,TM,0
243,3,19,Venusaur,Amnesia,9,TM,0
244,3,382,Venusaur,Helping Hand,9,TM,0
245,3,207,Venusaur,Earth Power,9,TM,0
246,3,349,Venusaur,Grassy Terrain,9,TM,0
247,3,346,Venusaur,Grass Pledge,9,TM,0
248,3,742,Venusaur,Sludge Bomb,9,TM,0
249,3,208,Venusaur,Earthquake,9,TM,0
250,3,337,Venusaur,Giga Impact,9,TM,0
251,3,289,Venusaur,Frenzy Plant,9,TM,0
252,3,447,Venusaur,Leaf Storm,9,TM,0
253,3,399,Venusaur,Hyper Beam,9,TM,0
254,3,757,Venusaur,Solar Beam,9,TM,0
255,3,847,Venusaur,Tera Blast,9,TM,0
256,3,664,Venusaur,Roar,9,TM,0
257,3,869,Venusaur,Toxic,9,TM,0
258,3,438,Venusaur,Knock Off,9,TM,0
259,3,911,Venusaur,Weather Ball,9,TM,0
260,3,348,Venusaur,Grassy Glide,9,TM,0
261,3,183,Venusaur,Double-Edge,9,TM,0
262,3,582,Venusaur,Petal Blizzard,9,TM,0
263,3,154,Venusaur,Curse,9,TM,0
264,3,474,Venusaur,Magical Leaf,9,level_up,30
265,3,19,Venusaur,Amnesia,9,level_up,40
266,3,743,Venusaur,Sludge Wave,9,level_up,42
267,3,183,Venusaur,Double-Edge,9,level_up,45
268,3,611,Venusaur,Power Whip,9,evolution,32
269,3,457,Venusaur,Light Screen,9,TM,0
270,3,683,Venusaur,Safeguard,9,TM,0
271,3,572,Venusaur,Outrage,9,TM,0
272,3,925,Venusaur,Work Up,9,TM,0
273,3,583,Venusaur,Petal Dance,9,TM,0
274,4,352,Charmander,Growl,9,level_up,1
275,4,695,Charmander,Scratch,9,level_up,1
276,4,220,Charmander,Ember,9,level_up,4
277,4,748,Charmander,Smokescreen,9,level_up,8
278,4,186,Charmander,Dragon Breath,9,level_up,12
279,4,251,Charmander,Fire Fang,9,level_up,17
280,4,738,Charmander,Slash,9,level_up,20
281,4,263,Charmander,Flamethrower,9,level_up,24
282,4,693,Charmander,Scary Face,9,level_up,28
283,4,255,Charmander,Fire Spin,9,level_up,32
284,4,420,Charmander,Inferno,9,level_up,36
285,4,264,Charmander,Flare Blitz,9,level_up,40
286,4,21,Charmander,Ancient Power,9,egg,1
287,4,57,Charmander,Belly Drum,9,egg,1
288,4,61,Charmander,Bite,9,egg,1
289,4,144,Charmander,Counter,9,egg,1
290,4,195,Charmander,Dragon Rush,9,egg,1
291,4,196,Charmander,Dragon Tail,9,egg,1
292,4,428,Charmander,Iron Tail,9,egg,1
293,4,515,Charmander,Metal Claw,9,egg,1
294,4,835,Charmander,Take Down,9,TM,0
295,4,693,Charmander,Scary Face,9,TM,0
296,4,616,Charmander,Protect,9,TM,0
297,4,251,Charmander,Fire Fang,9,TM,0
298,4,255,Charmander,Fire Spin,9,TM,0
299,4,234,Charmander,Facade,9,TM,0
300,4,515,Charmander,Metal Claw,9,TM,0
301,4,823,Charmander,Swift,9,TM,0
302,4,672,Charmander,Rock Tomb,9,TM,0
303,4,261,Charmander,Flame Charge,9,TM,0
304,4,269,Charmander,Fling,9,TM,0
305,4,196,Charmander,Dragon Tail,9,TM,0
306,4,223,Charmander,Endure,9,TM,0
307,4,810,Charmander,Sunny Day,9,TM,0
308,4,168,Charmander,Dig,9,TM,0
309,4,240,Charmander,False Swipe,9,TM,0
310,4,88,Charmander,Brick Break,9,TM,0
311,4,707,Charmander,Shadow Claw,9,TM,0
312,4,75,Charmander,Body Slam,9,TM,0
313,4,254,Charmander,Fire Punch,9,TM,0
314,4,858,Charmander,Thunder Punch,9,TM,0
315,4,740,Charmander,Sleep Talk,9,TM,0
316,4,188,Charmander,Dragon Claw,9,TM,0
317,4,656,Charmander,Rest,9,TM,0
318,4,669,Charmander,Rock Slide,9,TM,0
319,4,825,Charmander,Swords Dance,9,TM,0
320,4,189,Charmander,Dragon Dance,9,TM,0
321,4,807,Charmander,Substitute,9,TM,0
322,4,919,Charmander,Will-O-Wisp,9,TM,0
323,4,151,Charmander,Crunch,9,TM,0
324,4,193,Charmander,Dragon Pulse,9,TM,0
325,4,380,Charmander,Heat Wave,9,TM,0
326,4,263,Charmander,Flamethrower,9,TM,0
327,4,382,Charmander,Helping Hand,9,TM,0
328,4,250,Charmander,Fire Blast,9,TM,0
329,4,253,Charmander,Fire Pledge,9,TM,0
330,4,572,Charmander,Outrage,9,TM,0
331,4,574,Charmander,Overheat,9,TM,0
332,4,277,Charmander,Focus Blast,9,TM,0
333,4,264,Charmander,Flare Blitz,9,TM,0
334,4,847,Charmander,Tera Blast,9,TM,0
335,4,664,Charmander,Roar,9,TM,0
336,4,279,Charmander,Focus Punch,9,TM,0
337,4,911,Charmander,Weather Ball,9,TM,0
338,4,846,Charmander,Temper Flare,9,TM,0
339,4,86,Charmander,Breaking Swipe,9,TM,0
340,4,830,Charmander,Tackle,9,level_up,1
341,4,195,Charmander,Dragon Rush,9,level_up,42
342,4,428,Charmander,Iron Tail,9,TM,0
343,4,21,Charmander,Ancient Power,9,TM,0
344,5,220,Charmeleon,Ember,9,level_up,1
345,5,352,Charmeleon,Growl,9,level_up,1
346,5,695,Charmeleon,Scratch,9,level_up,1
347,5,748,Charmeleon,Smokescreen,9,level_up,1
348,5,186,Charmeleon,Dragon Breath,9,level_up,12
349,5,251,Charmeleon,Fire Fang,9,level_up,19
350,5,738,Charmeleon,Slash,9,level_up,24
351,5,263,Charmeleon,Flamethrower,9,level_up,30
352,5,693,Charmeleon,Scary Face,9,level_up,37
353,5,420,Charmeleon,Inferno,9,level_up,48
354,5,264,Charmeleon,Flare Blitz,9,level_up,54
355,5,21,Charmeleon,Ancient Power,9,egg,1
356,5,57,Charmeleon,Belly Drum,9,egg,1
357,5,61,Charmeleon,Bite,9,egg,1
358,5,144,Charmeleon,Counter,9,egg,1
359,5,195,Charmeleon,Dragon Rush,9,egg,1
360,5,196,Charmeleon,Dragon Tail,9,egg,1
361,5,428,Charmeleon,Iron Tail,9,egg,1
362,5,515,Charmeleon,Metal Claw,9,egg,1
363,5,835,Charmeleon,Take Down,9,TM,0
364,5,693,Charmeleon,Scary Face,9,TM,0
365,5,616,Charmeleon,Protect,9,TM,0
366,5,251,Charmeleon,Fire Fang,9,TM,0
367,5,255,Charmeleon,Fire Spin,9,TM,0
368,5,234,Charmeleon,Facade,9,TM,0
369,5,823,Charmeleon,Swift,9,TM,0
370,5,672,Charmeleon,Rock Tomb,9,TM,0
371,5,261,Charmeleon,Flame Charge,9,TM,0
372,5,269,Charmeleon,Fling,9,TM,0
373,5,196,Charmeleon,Dragon Tail,9,TM,0
374,5,223,Charmeleon,Endure,9,TM,0
375,5,810,Charmeleon,Sunny Day,9,TM,0
376,5,168,Charmeleon,Dig,9,TM,0
377,5,240,Charmeleon,False Swipe,9,TM,0
378,5,88,Charmeleon,Brick Break,9,TM,0
379,5,707,Charmeleon,Shadow Claw,9,TM,0
380,5,75,Charmeleon,Body Slam,9,TM,0
381,5,254,Charmeleon,Fire Punch,9,TM,0
382,5,858,Charmeleon,Thunder Punch,9,TM,0
383,5,740,Charmeleon,Sleep Talk,9,TM,0
384,5,188,Charmeleon,Dragon Claw,9,TM,0
385,5,656,Charmeleon,Rest,9,TM,0
386,5,669,Charmeleon,Rock Slide,9,TM,0
387,5,825,Charmeleon,Swords Dance,9,TM,0
388,5,189,Charmeleon,Dragon Dance,9,TM,0
389,5,807,Charmeleon,Substitute,9,TM,0
390,5,919,Charmeleon,Will-O-Wisp,9,TM,0
391,5,151,Charmeleon,Crunch,9,TM,0
392,5,193,Charmeleon,Dragon Pulse,9,TM,0
393,5,380,Charmeleon,Heat Wave,9,TM,0
394,5,263,Charmeleon,Flamethrower,9,TM,0
395,5,382,Charmeleon,Helping Hand,9,TM,0
396,5,250,Charmeleon,Fire Blast,9,TM,0
397,5,253,Charmeleon,Fire Pledge,9,TM,0
398,5,572,Charmeleon,Outrage,9,TM,0
399,5,574,Charmeleon,Overheat,9,TM,0
400,5,277,Charmeleon,Focus Blast,9,TM,0
401,5,264,Charmeleon,Flare Blitz,9,TM,0
402,5,847,Charmeleon,Tera Blast,9,TM,0
403,5,664,Charmeleon,Roar,9,TM,0
404,5,279,Charmeleon,Focus Punch,9,TM,0
405,5,911,Charmeleon,Weather Ball,9,TM,0
406,5,846,Charmeleon,Temper Flare,9,TM,0
407,5,86,Charmeleon,Breaking Swipe,9,TM,0
408,5,830,Charmeleon,Tackle,9,level_up,1
409,5,255,Charmeleon,Fire Spin,9,level_up,20
410,5,195,Charmeleon,Dragon Rush,9,level_up,42
411,5,428,Charmeleon,Iron Tail,9,TM,0
412,5,21,Charmeleon,Ancient Power,9,TM,0
413,6,188,Charizard,Dragon Claw,9,level_up,1
414,6,220,Charizard,Ember,9,level_up,1
415,6,352,Charizard,Growl,9,level_up,1
416,6,380,Charizard,Heat Wave,9,level_up,1
417,6,695,Charizard,Scratch,9,level_up,1
418,6,748,Charizard,Smokescreen,9,level_up,1
419,6,186,Charizard,Dragon Breath,9,level_up,12
420,6,251,Charizard,Fire Fang,9,level_up,19
421,6,738,Charizard,Slash,9,level_up,24
422,6,263,Charizard,Flamethrower,9,level_up,30
423,6,693,Charizard,Scary Face,9,level_up,39
424,6,255,Charizard,Fire Spin,9,level_up,46
425,6,420,Charizard,Inferno,9,level_up,54
426,6,264,Charizard,Flare Blitz,9,level_up,62
427,6,15,Charizard,Air Slash,9,evolution,36
428,6,21,Charizard,Ancient Power,9,egg,1
429,6,57,Charizard,Belly Drum,9,egg,1
430,6,61,Charizard,Bite,9,egg,1
431,6,144,Charizard,Counter,9,egg,1
432,6,195,Charizard,Dragon Rush,9,egg,1
433,6,196,Charizard,Dragon Tail,9,egg,1
434,6,428,Charizard,Iron Tail,9,egg,1
435,6,515,Charizard,Metal Claw,9,egg,1
436,6,835,Charizard,Take Down,9,TM,0
437,6,693,Charizard,Scary Face,9,TM,0
438,6,616,Charizard,Protect,9,TM,0
439,6,251,Charizard,Fire Fang,9,TM,0
440,6,8,Charizard,Acrobatics,9,TM,0
441,6,255,Charizard,Fire Spin,9,TM,0
442,6,234,Charizard,Facade,9,TM,0
443,6,10,Charizard,Aerial Ace,9,TM,0
444,6,96,Charizard,Bulldoze,9,TM,0
445,6,823,Charizard,Swift,9,TM,0
446,6,672,Charizard,Rock Tomb,9,TM,0
447,6,261,Charizard,Flame Charge,9,TM,0
448,6,14,Charizard,Air Cutter,9,TM,0
449,6,269,Charizard,Fling,9,TM,0
450,6,196,Charizard,Dragon Tail,9,TM,0
451,6,223,Charizard,Endure,9,TM,0
452,6,810,Charizard,Sunny Day,9,TM,0
453,6,688,Charizard,Sandstorm,9,TM,0
454,6,168,Charizard,Dig,9,TM,0
455,6,88,Charizard,Brick Break,9,TM,0
456,6,707,Charizard,Shadow Claw,9,TM,0
457,6,15,Charizard,Air Slash,9,TM,0
458,6,75,Charizard,Body Slam,9,TM,0
459,6,254,Charizard,Fire Punch,9,TM,0
460,6,858,Charizard,Thunder Punch,9,TM,0
461,6,740,Charizard,Sleep Talk,9,TM,0
462,6,188,Charizard,Dragon Claw,9,TM,0
463,6,656,Charizard,Rest,9,TM,0
464,6,669,Charizard,Rock Slide,9,TM,0
465,6,825,Charizard,Swords Dance,9,TM,0
466,6,275,Charizard,Fly,9,TM,0
467,6,189,Charizard,Dragon Dance,9,TM,0
468,6,807,Charizard,Substitute,9,TM,0
469,6,919,Charizard,Will-O-Wisp,9,TM,0
470,6,151,Charizard,Crunch,9,TM,0
471,6,193,Charizard,Dragon Pulse,9,TM,0
472,6,380,Charizard,Heat Wave,9,TM,0
473,6,263,Charizard,Flamethrower,9,TM,0
474,6,382,Charizard,Helping Hand,9,TM,0
475,6,250,Charizard,Fire Blast,9,TM,0
476,6,253,Charizard,Fire Pledge,9,TM,0
477,6,208,Charizard,Earthquake,9,TM,0
478,6,337,Charizard,Giga Impact,9,TM,0
479,6,65,Charizard,Blast Burn,9,TM,0
480,6,572,Charizard,Outrage,9,TM,0
481,6,574,Charizard,Overheat,9,TM,0
482,6,277,Charizard,Focus Blast,9,TM,0
483,6,394,Charizard,Hurricane,9,TM,0
484,6,399,Charizard,Hyper Beam,9,TM,0
485,6,264,Charizard,Flare Blitz,9,TM,0
486,6,757,Charizard,Solar Beam,9,TM,0
487,6,847,Charizard,Tera Blast,9,TM,0
488,6,664,Charizard,Roar,9,TM,0
489,6,379,Charizard,Heat Crash,9,TM,0
490,6,279,Charizard,Focus Punch,9,TM,0
491,6,911,Charizard,Weather Ball,9,TM,0
492,6,183,Charizard,Double-Edge,9,TM,0
493,6,846,Charizard,Temper Flare,9,TM,0
494,6,694,Charizard,Scorching Sands,9,TM,0
495,6,86,Charizard,Breaking Swipe,9,TM,0
496,6,187,Charizard,Dragon Cheer,9,TM,0
497,6,830,Charizard,Tackle,9,level_up,1
498,6,195,Charizard,Dragon Rush,9,level_up,42
499,6,250,Charizard,Fire Blast,9,evolution,36
500,6,428,Charizard,Iron Tail,9,TM,0
501,6,569,Charizard,Ominous Wind,9,TM,0
502,6,21,Charizard,Ancient Power,9,TM,0
503,6,240,Charizard,False Swipe,9,TM,0
504,6,66,Charizard,Blaze Kick,9,TM,0
505,6,204,Charizard,Dual Wingbeat,9,TM,0
506,6,692,Charizard,Scale Shot,9,TM,0
507,6,732,Charizard,Skull Bash,9,TM,0
508,6,258,Charizard,Fissure,9,TM,0
509,7,830,Squirtle,Tackle,9,level_up,1
510,7,833,Squirtle,Tail Whip,9,level_up,1
511,7,903,Squirtle,Water Gun,9,level_up,3
512,7,922,Squirtle,Withdraw,9,level_up,6
513,7,646,Squirtle,Rapid Spin,9,level_up,9
514,7,61,Squirtle,Bite,9,level_up,12
515,7,905,Squirtle,Water Pulse,9,level_up,15
516,7,616,Squirtle,Protect,9,level_up,18
517,7,645,Squirtle,Rain Dance,9,level_up,21
518,7,27,Squirtle,Aqua Tail,9,level_up,24
519,7,716,Squirtle,Shell Smash,9,level_up,27
520,7,426,Squirtle,Iron Defense,9,level_up,30
521,7,396,Squirtle,Hydro Pump,9,level_up,33
522,7,910,Squirtle,Wave Crash,9,level_up,36
523,7,24,Squirtle,Aqua Jet,9,egg,1
524,7,25,Squirtle,Aqua Ring,9,egg,1
525,7,237,Squirtle,Fake Out,9,egg,1
526,7,259,Squirtle,Flail,9,egg,1
527,7,455,Squirtle,Life Dew,9,egg,1
528,7,528,Squirtle,Mirror Coat,9,egg,1
529,7,531,Squirtle,Mist,9,egg,1
530,7,908,Squirtle,Water Spout,9,egg,1
531,7,930,Squirtle,Yawn,9,egg,1
532,7,835,Squirtle,Take Down,9,TM,0
533,7,616,Squirtle,Protect,9,TM,0
534,7,905,Squirtle,Water Pulse,9,TM,0
535,7,113,Squirtle,Chilling Water,9,TM,0
536,7,234,Squirtle,Facade,9,TM,0
