learn_id,pokemon_id,move_id,pokemon_name_en,move_name_en,gen,method,method_transfer,learn_level
41,1,382,Bulbasaur,Helping Hand,9,TM,,0
42,1,349,Bulbasaur,Grassy Terrain,9,TM,,0
43,1,346,Bulbasaur,Grass Pledge,9,TM,,0
44,1,742,Bulbasaur,Sludge Bomb,9,TM,,0
45,1,447,Bulbasaur,Leaf Storm,9,TM,,0
46,1,757,Bulbasaur,Solar Beam,9,TM,,0
47,1,847,Bulbasaur,Tera Blast,9,TM,,0
48,1,869,Bulbasaur,Toxic,9,TM,,0
49,1,438,Bulbasaur,Knock Off,9,TM,,0
50,1,911,Bulbasaur,Weather Ball,9,TM,,0
51,1,348,Bulbasaur,Grassy Glide,9,TM,,0
52,1,183,Bulbasaur,Double-Edge,9,TM,,0
53,1,154,Bulbasaur,Curse,9,TM,,0
54,1,352,Bulbasaur,Growl,9,level_up,,1
55,1,830,Bulbasaur,Tackle,9,level_up,,1
56,1,897,Bulbasaur,Vine Whip,9,level_up,,3
57,1,353,Bulbasaur,Growth,9,level_up,,6
58,1,451,Bulbasaur,Leech Seed,9,level_up,,9
59,1,647,Bulbasaur,Razor Leaf,9,level_up,,12
60,1,595,Bulbasaur,Poison Powder,9,level_up,,15
61,1,739,Bulbasaur,Sleep Powder,9,level_up,,15
62,1,835,Bulbasaur,Take Down,9,level_up,,25
63,1,474,Bulbasaur,Magical Leaf,9,level_up,,30
64,1,827,Bulbasaur,Synthesis,9,level_up,,35
65,1,19,Bulbasaur,Amnesia,9,level_up,,40
66,1,743,Bulbasaur,Sludge Wave,9,level_up,,42
67,1,183,Bulbasaur,Double-Edge,9,level_up,,45
68,1,757,Bulbasaur,Solar Beam,9,level_up,,55
69,1,869,Bulbasaur,Toxic,9,TM,,0
70,1,457,Bulbasaur,Light Screen,9,TM,,0
71,1,616,Bulbasaur,Protect,9,TM,,0
72,1,224,Bulbasaur,Energy Ball,9,TM,,0
73,1,825,Bulbasaur,Swords Dance,9,TM,,0
74,1,75,Bulbasaur,Body Slam,9,TM,,0
75,1,223,Bulbasaur,Endure,9,TM,,0
76,1,98,Bulbasaur,Bullet Seed,9,TM,,0
77,1,336,Bulbasaur,Giga Drain,9,TM,,0
78,1,683,Bulbasaur,Safeguard,9,TM,,0
79,1,742,Bulbasaur,Sludge Bomb,9,TM,,0
80,1,183,Bulbasaur,Double-Edge,9,TM,,0
81,1,757,Bulbasaur,Solar Beam,9,TM,,0
82,1,807,Bulbasaur,Substitute,9,TM,,0
83,1,925,Bulbasaur,Work Up,9,TM,,0
84,1,234,Bulbasaur,Facade,9,TM,,0
85,1,7,Bulbasaur,Acid Spray,9,TM,,0
86,1,872,Bulbasaur,Trailblaze,9,TM,,0
87,1,240,Bulbasaur,False Swipe,9,TM,,0
88,1,701,Bulbasaur,Seed Bomb,9,TM,,0
89,1,583,Bulbasaur,Petal Dance,9,TM,,0
90,2,352,Ivysaur,Growl,9,level_up,,1
91,2,353,Ivysaur,Growth,9,level_up,,1
92,2,830,Ivysaur,Tackle,9,level_up,,1
93,2,897,Ivysaur,Vine Whip,9,level_up,,1
94,2,451,Ivysaur,Leech Seed,9,level_up,,9
95,2,647,Ivysaur,Razor Leaf,9,level_up,,12
96,2,595,Ivysaur,Poison Powder,9,level_up,,15
97,2,739,Ivysaur,Sleep Powder,9,level_up,,15
98,2,701,Ivysaur,Seed Bomb,9,level_up,,20
99,2,835,Ivysaur,Take Down,9,level_up,,25
100,2,822,Ivysaur,Sweet Scent,9,level_up,,30
101,2,827,Ivysaur,Synthesis,9,level_up,,35
102,2,926,Ivysaur,Worry Seed,9,level_up,,40
103,2,611,Ivysaur,Power Whip,9,level_up,,45
104,2,757,Ivysaur,Solar Beam,9,level_up,,50
105,2,835,Ivysaur,Take Down,9,TM,,0
106,2,111,Ivysaur,Charm,9,TM,,0
107,2,616,Ivysaur,Protect,9,TM,,0
108,2,7,Ivysaur,Acid Spray,9,TM,,0
109,2,872,Ivysaur,Trailblaze,9,TM,,0
110,2,234,Ivysaur,Facade,9,TM,,0
111,2,474,Ivysaur,Magical Leaf,9,TM,,0
112,2,895,Ivysaur,Venoshock,9,TM,,0
113,2,223,Ivysaur,Endure,9,TM,,0
114,2,810,Ivysaur,Sunny Day,9,TM,,0
115,2,98,Ivysaur,Bullet Seed,9,TM,,0
116,2,240,Ivysaur,False Swipe,9,TM,,0
117,2,75,Ivysaur,Body Slam,9,TM,,0
118,2,740,Ivysaur,Sleep Talk,9,TM,,0
119,2,701,Ivysaur,Seed Bomb,9,TM,,0
120,2,345,Ivysaur,Grass Knot,9,TM,,0
121,2,656,Ivysaur,Rest,9,TM,,0
122,2,825,Ivysaur,Swords Dance,9,TM,,0
123,2,807,Ivysaur,Substitute,9,TM,,0
124,2,336,Ivysaur,Giga Drain,9,TM,,0
125,2,224,Ivysaur,Energy Ball,9,TM,,0
126,2,382,Ivysaur,Helping Hand,9,TM,,0
127,2,349,Ivysaur,Grassy Terrain,9,TM,,0
128,2,346,Ivysaur,Grass Pledge,9,TM,,0
129,2,742,Ivysaur,Sludge Bomb,9,TM,,0
130,2,447,Ivysaur,Leaf Storm,9,TM,,0
131,2,757,Ivysaur,Solar Beam,9,TM,,0
132,2,847,Ivysaur,Tera Blast,9,TM,,0
133,2,664,Ivysaur,Roar,9,TM,,0
134,2,869,Ivysaur,Toxic,9,TM,,0
135,2,438,Ivysaur,Knock Off,9,TM,,0
136,2,911,Ivysaur,Weather Ball,9,TM,,0
137,2,348,Ivysaur,Grassy Glide,9,TM,,0
138,2,183,Ivysaur,Double-Edge,9,TM,,0
139,2,154,Ivysaur,Curse,9,TM,,0
140,2,352,Ivysaur,Growl,9,level_up,,1
141,2,830,Ivysaur,Tackle,9,level_up,,1
142,2,897,Ivysaur,Vine Whip,9,level_up,,3
143,2,353,Ivysaur,Growth,9,level_up,,6
144,2,451,Ivysaur,Leech Seed,9,level_up,,9
145,2,647,Ivysaur,Razor Leaf,9,level_up,,12
146,2,595,Ivysaur,Poison Powder,9,level_up,,15
147,2,739,Ivysaur,Sleep Powder,9,level_up,,15
148,2,835,Ivysaur,Take Down,9,level_up,,25
149,2,474,Ivysaur,Magical Leaf,9,level_up,,30
150,2,827,Ivysaur,Synthesis,9,level_up,,35
151,2,19,Ivysaur,Amnesia,9,level_up,,40
152,2,743,Ivysaur,Sludge Wave,9,level_up,,42
153,2,183,Ivysaur,Double-Edge,9,level_up,,45
154,2,757,Ivysaur,Solar Beam,9,level_up,,55
155,2,664,Ivysaur,Roar,9,TM,,0
156,2,869,Ivysaur,Toxic,9,TM,,0
157,2,457,Ivysaur,Light Screen,9,TM,,0
158,2,616,Ivysaur,Protect,9,TM,,0
159,2,224,Ivysaur,Energy Ball,9,TM,,0
160,2,825,Ivysaur,Swords Dance,9,TM,,0
161,2,75,Ivysaur,Body Slam,9,TM,,0
162,2,223,Ivysaur,Endure,9,TM,,0
163,2,98,Ivysaur,Bullet Seed,9,TM,,0
164,2,336,Ivysaur,Giga Drain,9,TM,,0
165,2,683,Ivysaur,Safeguard,9,TM,,0
166,2,742,Ivysaur,Sludge Bomb,9,TM,,0
167,2,183,Ivysaur,Double-Edge,9,TM,,0
168,2,757,Ivysaur,Solar Beam,9,TM,,0
169,2,807,Ivysaur,Substitute,9,TM,,0
170,2,925,Ivysaur,Work Up,9,TM,,0
171,2,234,Ivysaur,Facade,9,TM,,0
172,2,7,Ivysaur,Acid Spray,9,TM,,0
173,2,872,Ivysaur,Trailblaze,9,TM,,0
174,2,240,Ivysaur,False Swipe,9,TM,,0
175,2,701,Ivysaur,Seed Bomb,9,TM,,0
176,2,583,Ivysaur,Petal Dance,9,TM,,0
177,3,352,Venusaur,Growl,9,level_up,,1
178,3,353,Venusaur,Growth,9,level_up,,1
179,3,583,Venusaur,Petal Dance,9,level_up,,1
180,3,830,Venusaur,Tackle,9,level_up,,1
181,3,897,Venusaur,Vine Whip,9,level_up,,1
182,3,451,Venusaur,Leech Seed,9,level_up,,9
183,3,647,Venusaur,Razor Leaf,9,level_up,,12
184,3,595,Venusaur,Poison Powder,9,level_up,,15
185,3,739,Venusaur,Sleep Powder,9,level_up,,15
186,3,701,Venusaur,Seed Bomb,9,level_up,,20
187,3,835,Venusaur,Take Down,9,level_up,,25
188,3,822,Venusaur,Sweet Scent,9,level_up,,30
189,3,827,Venusaur,Synthesis,9,level_up,,37
190,3,926,Venusaur,Worry Seed,9,level_up,,44
191,3,611,Venusaur,Power Whip,9,level_up,,51
192,3,757,Venusaur,Solar Beam,9,level_up,,58
193,3,582,Venusaur,Petal Blizzard,9,evolution,,32
194,3,835,Venusaur,Take Down,9,TM,,0
195,3,111,Venusaur,Charm,9,TM,,0
196,3,693,Venusaur,Scary Face,9,TM,,0
197,3,616,Venusaur,Protect,9,TM,,0
198,3,7,Venusaur,Acid Spray,9,TM,,0
199,3,872,Venusaur,Trailblaze,9,TM,,0
200,3,234,Venusaur,Facade,9,TM,,0
201,3,96,Venusaur,Bulldoze,9,TM,,0
202,3,474,Venusaur,Magical Leaf,9,TM,,0
203,3,895,Venusaur,Venoshock,9,TM,,0
204,3,223,Venusaur,Endure,9,TM,,0
205,3,810,Venusaur,Sunny Day,9,TM,,0
206,3,98,Venusaur,Bullet Seed,9,TM,,0
207,3,240,Venusaur,False Swipe,9,TM,,0
208,3,75,Venusaur,Body Slam,9,TM,,0
209,3,740,Venusaur,Sleep Talk,9,TM,,0
210,3,701,Venusaur,Seed Bomb,9,TM,,0
211,3,345,Venusaur,Grass Knot,9,TM,,0
212,3,594,Venusaur,Poison Jab,9,TM,,0
213,3,793,Venusaur,Stomping Tantrum,9,TM,,0
214,3,656,Venusaur,Rest,9,TM,,0
215,3,825,Venusaur,Swords Dance,9,TM,,0
216,3,807,Venusaur,Substitute,9,TM,,0
217,3,336,Venusaur,Giga Drain,9,TM,,0
218,3,224,Venusaur,Energy Ball,9,TM,,0
219,3,19,Venusaur,Amnesia,9,TM,,0
220,3,382,Venusaur,Helping Hand,9,TM,,0
221,3,207,Venusaur,Earth Power,9,TM,,0
222,3,349,Venusaur,Grassy Terrain,9,TM,,0
223,3,346,Venusaur,Grass Pledge,9,TM,,0
224,3,742,Venusaur,Sludge Bomb,9,TM,,0
225,3,208,Venusaur,Earthquake,9,TM,,0
226,3,337,Venusaur,Giga Impact,9,TM,,0
227,3,289,Venusaur,Frenzy Plant,9,TM,,0
228,3,447,Venusaur,Leaf Storm,9,TM,,0
229,3,399,Venusaur,Hyper Beam,9,TM,,0
230,3,757,Venusaur,Solar Beam,9,TM,,0
231,3,847,Venusaur,Tera Blast,9,TM,,0
232,3,664,Venusaur,Roar,9,TM,,0
233,3,869,Venusaur,Toxic,9,TM,,0
234,3,438,Venusaur,Knock Off,9,TM,,0
235,3,911,Venusaur,Weather Ball,9,TM,,0
236,3,348,Venusaur,Grassy Glide,9,TM,,0
237,3,183,Venusaur,Double-Edge,9,TM,,0
238,3,582,Venusaur,Petal Blizzard,9,TM,,0
239,3,154,Venusaur,Curse,9,TM,,0
240,3,352,Venusaur,Growl,9,level_up,,1
241,3,830,Venusaur,Tackle,9,level_up,,1
242,3,897,Venusaur,Vine Whip,9,level_up,,3
243,3,353,Venusaur,Growth,9,level_up,,6
244,3,451,Venusaur,Leech Seed,9,level_up,,9
245,3,647,Venusaur,Razor Leaf,9,level_up,,12
246,3,595,Venusaur,Poison Powder,9,level_up,,15
247,3,739,Venusaur,Sleep Powder,9,level_up,,15
248,3,835,Venusaur,Take Down,9,level_up,,25
249,3,474,Venusaur,Magical Leaf,9,level_up,,30
250,3,827,Venusaur,Synthesis,9,level_up,,35
251,3,19,Venusaur,Amnesia,9,level_up,,40
252,3,743,Venusaur,Sludge Wave,9,level_up,,42
253,3,183,Venusaur,Double-Edge,9,level_up,,45
254,3,757,Venusaur,Solar Beam,9,level_up,,55
255,3,611,Venusaur,Power Whip,9,evolution,,32
256,3,664,Venusaur,Roar,9,TM,,0
257,3,869,Venusaur,Toxic,9,TM,,0
258,3,457,Venusaur,Light Screen,9,TM,,0
259,3,616,Venusaur,Protect,9,TM,,0
260,3,224,Venusaur,Energy Ball,9,TM,,0
261,3,825,Venusaur,Swords Dance,9,TM,,0
262,3,75,Venusaur,Body Slam,9,TM,,0
263,3,223,Venusaur,Endure,9,TM,,0
264,3,98,Venusaur,Bullet Seed,9,TM,,0
265,3,336,Venusaur,Giga Drain,9,TM,,0
266,3,399,Venusaur,Hyper Beam,9,TM,,0
267,3,683,Venusaur,Safeguard,9,TM,,0
268,3,207,Venusaur,Earth Power,9,TM,,0
269,3,742,Venusaur,Sludge Bomb,9,TM,,0
270,3,337,Venusaur,Giga Impact,9,TM,,0
271,3,183,Venusaur,Double-Edge,9,TM,,0
272,3,757,Venusaur,Solar Beam,9,TM,,0
273,3,208,Venusaur,Earthquake,9,TM,,0
274,3,807,Venusaur,Substitute,9,TM,,0
275,3,572,Venusaur,Outrage,9,TM,,0
276,3,925,Venusaur,Work Up,9,TM,,0
277,3,234,Venusaur,Facade,9,TM,,0
278,3,7,Venusaur,Acid Spray,9,TM,,0
279,3,872,Venusaur,Trailblaze,9,TM,,0
280,3,240,Venusaur,False Swipe,9,TM,,0
281,3,701,Venusaur,Seed Bomb,9,TM,,0
282,3,583,Venusaur,Petal Dance,9,TM,,0
283,3,289,Venusaur,Frenzy Plant,9,TM,,0
284,4,352,Charmander,Growl,9,level_up,,1
285,4,695,Charmander,Scratch,9,level_up,,1
286,4,220,Charmander,Ember,9,level_up,,4
287,4,748,Charmander,Smokescreen,9,level_up,,8
288,4,186,Charmander,Dragon Breath,9,level_up,,12
289,4,251,Charmander,Fire Fang,9,level_up,,17
290,4,738,Charmander,Slash,9,level_up,,20
291,4,263,Charmander,Flamethrower,9,level_up,,24
292,4,693,Charmander,Scary Face,9,level_up,,28
293,4,255,Charmander,Fire Spin,9,level_up,,32
294,4,420,Charmander,Inferno,9,level_up,,36
295,4,264,Charmander,Flare Blitz,9,level_up,,40
296,4,21,Charmander,Ancient Power,9,egg,,1
297,4,57,Charmander,Belly Drum,9,egg,,1
298,4,61,Charmander,Bite,9,egg,,1
299,4,144,Charmander,Counter,9,egg,,1
300,4,195,Charmander,Dragon Rush,9,egg,,1
301,4,196,Charmander,Dragon Tail,9,egg,,1
302,4,428,Charmander,Iron Tail,9,egg,,1
303,4,515,Charmander,Metal Claw,9,egg,,1
304,4,835,Charmander,Take Down,9,TM,,0
305,4,693,Charmander,Scary Face,9,TM,,0
306,4,616,Charmander,Protect,9,TM,,0
307,4,251,Charmander,Fire Fang,9,TM,,0
308,4,255,Charmander,Fire Spin,9,TM,,0
309,4,234,Charmander,Facade,9,TM,,0
310,4,515,Charmander,Metal Claw,9,TM,,0
311,4,823,Charmander,Swift,9,TM,,0
312,4,672,Charmander,Rock Tomb,9,TM,,0
313,4,261,Charmander,Flame Charge,9,TM,,0
314,4,269,Charmander,Fling,9,TM,,0
315,4,196,Charmander,Dragon Tail,9,TM,,0
316,4,223,Charmander,Endure,9,TM,,0
317,4,810,Charmander,Sunny Day,9,TM,,0
318,4,168,Charmander,Dig,9,TM,,0
319,4,240,Charmander,False Swipe,9,TM,,0
320,4,88,Charmander,Brick Break,9,TM,,0
321,4,707,Charmander,Shadow Claw,9,TM,,0
322,4,75,Charmander,Body Slam,9,TM,,0
323,4,254,Charmander,Fire Punch,9,TM,,0
324,4,858,Charmander,Thunder Punch,9,TM,,0
325,4,740,Charmander,Sleep Talk,9,TM,,0
326,4,188,Charmander,Dragon Claw,9,TM,,0
327,4,656,Charmander,Rest,9,TM,,0
328,4,669,Charmander,Rock Slide,9,TM,,0
329,4,825,Charmander,Swords Dance,9,TM,,0
330,4,189,Charmander,Dragon Dance,9,TM,,0
331,4,807,Charmander,Substitute,9,TM,,0
332,4,919,Charmander,Will-O-Wisp,9,TM,,0
333,4,151,Charmander,Crunch,9,TM,,0
334,4,193,Charmander,Dragon Pulse,9,TM,,0
335,4,380,Charmander,Heat Wave,9,TM,,0
336,4,263,Charmander,Flamethrower,9,TM,,0
337,4,382,Charmander,Helping Hand,9,TM,,0
338,4,250,Charmander,Fire Blast,9,TM,,0
339,4,253,Charmander,Fire Pledge,9,TM,,0
340,4,572,Charmander,Outrage,9,TM,,0
341,4,574,Charmander,Overheat,9,TM,,0
342,4,277,Charmander,Focus Blast,9,TM,,0
343,4,264,Charmander,Flare Blitz,9,TM,,0
344,4,847,Charmander,Tera Blast,9,TM,,0
345,4,664,Charmander,Roar,9,TM,,0
346,4,279,Charmander,Focus Punch,9,TM,,0
347,4,911,Charmander,Weather Ball,9,TM,,0
348,4,846,Charmander,Temper Flare,9,TM,,0
349,4,86,Charmander,Breaking Swipe,9,TM,,0
350,4,352,Charmander,Growl,9,level_up,,1
351,4,830,Charmander,Tackle,9,level_up,,1
352,4,220,Charmander,Ember,9,level_up,,4
353,4,748,Charmander,Smokescreen,9,level_up,,8
354,4,186,Charmander,Dragon Breath,9,level_up,,12
355,4,251,Charmander,Fire Fang,9,level_up,,17
356,4,255,Charmander,Fire Spin,9,level_up,,20
357,4,738,Charmander,Slash,9,level_up,,24
358,4,263,Charmander,Flamethrower,9,level_up,,30
359,4,195,Charmander,Dragon Rush,9,level_up,,42
360,4,264,Charmander,Flare Blitz,9,level_up,,54
361,4,188,Charmander,Dragon Claw,9,TM,,0
362,4,664,Charmander,Roar,9,TM,,0
363,4,88,Charmander,Brick Break,9,TM,,0
364,4,669,Charmander,Rock Slide,9,TM,,0
365,4,251,Charmander,Fire Fang,9,TM,,0
366,4,616,Charmander,Protect,9,TM,,0
367,4,858,Charmander,Thunder Punch,9,TM,,0
368,4,151,Charmander,Crunch,9,TM,,0
369,4,823,Charmander,Swift,9,TM,,0
370,4,168,Charmander,Dig,9,TM,,0
371,4,254,Charmander,Fire Punch,9,TM,,0
372,4,825,Charmander,Swords Dance,9,TM,,0
373,4,75,Charmander,Body Slam,9,TM,,0
374,4,223,Charmander,Endure,9,TM,,0
375,4,672,Charmander,Rock Tomb,9,TM,,0
376,4,250,Charmander,Fire Blast,9,TM,,0
377,4,574,Charmander,Overheat,9,TM,,0
378,4,919,Charmander,Will-O-Wisp,9,TM,,0
379,4,707,Charmander,Shadow Claw,9,TM,,0
380,4,263,Charmander,Flamethrower,9,TM,,0
381,4,380,Charmander,Heat Wave,9,TM,,0
382,4,255,Charmander,Fire Spin,9,TM,,0
383,4,193,Charmander,Dragon Pulse,9,TM,,0
384,4,807,Charmander,Substitute,9,TM,,0
385,4,428,Charmander,Iron Tail,9,TM,,0
386,4,572,Charmander,Outrage,9,TM,,0
387,4,277,Charmander,Focus Blast,9,TM,,0
388,4,264,Charmander,Flare Blitz,9,TM,,0
389,4,234,Charmander,Facade,9,TM,,0
390,4,261,Charmander,Flame Charge,9,TM,,0
391,4,21,Charmander,Ancient Power,9,TM,,0
392,4,240,Charmander,False Swipe,9,TM,,0
393,5,220,Charmeleon,Ember,9,level_up,,1
394,5,352,Charmeleon,Growl,9,level_up,,1
395,5,695,Charmeleon,Scratch,9,level_up,,1
396,5,748,Charmeleon,Smokescreen,9,level_up,,1
397,5,186,Charmeleon,Dragon Breath,9,level_up,,12
398,5,251,Charmeleon,Fire Fang,9,level_up,,19
399,5,738,Charmeleon,Slash,9,level_up,,24
400,5,263,Charmeleon,Flamethrower,9,level_up,,30
401,5,693,Charmeleon,Scary Face,9,level_up,,37
402,5,420,Charmeleon,Inferno,9,level_up,,48
403,5,264,Charmeleon,Flare Blitz,9,level_up,,54
404,5,21,Charmeleon,Ancient Power,9,egg,,1
405,5,57,Charmeleon,Belly Drum,9,egg,,1
406,5,61,Charmeleon,Bite,9,egg,,1
407,5,144,Charmeleon,Counter,9,egg,,1
408,5,195,Charmeleon,Dragon Rush,9,egg,,1
409,5,196,Charmeleon,Dragon Tail,9,egg,,1
410,5,428,Charmeleon,Iron Tail,9,egg,,1
411,5,515,Charmeleon,Metal Claw,9,egg,,1
412,5,835,Charmeleon,Take Down,9,TM,,0
413,5,693,Charmeleon,Scary Face,9,TM,,0
414,5,616,Charmeleon,Protect,9,TM,,0
415,5,251,Charmeleon,Fire Fang,9,TM,,0
416,5,255,Charmeleon,Fire Spin,9,TM,,0
417,5,234,Charmeleon,Facade,9,TM,,0
418,5,823,Charmeleon,Swift,9,TM,,0
419,5,672,Charmeleon,Rock Tomb,9,TM,,0
420,5,261,Charmeleon,Flame Charge,9,TM,,0
421,5,269,Charmeleon,Fling,9,TM,,0
422,5,196,Charmeleon,Dragon Tail,9,TM,,0
423,5,223,Charmeleon,Endure,9,TM,,0
424,5,810,Charmeleon,Sunny Day,9,TM,,0
425,5,168,Charmeleon,Dig,9,TM,,0
426,5,240,Charmeleon,False Swipe,9,TM,,0
427,5,88,Charmeleon,Brick Break,9,TM,,0
428,5,707,Charmeleon,Shadow Claw,9,TM,,0
429,5,75,Charmeleon,Body Slam,9,TM,,0
430,5,254,Charmeleon,Fire Punch,9,TM,,0
431,5,858,Charmeleon,Thunder Punch,9,TM,,0
432,5,740,Charmeleon,Sleep Talk,9,TM,,0
433,5,188,Charmeleon,Dragon Claw,9,TM,,0
434,5,656,Charmeleon,Rest,9,TM,,0
435,5,669,Charmeleon,Rock Slide,9,TM,,0
436,5,825,Charmeleon,Swords Dance,9,TM,,0
437,5,189,Charmeleon,Dragon Dance,9,TM,,0
438,5,807,Charmeleon,Substitute,9,TM,,0
439,5,919,Charmeleon,Will-O-Wisp,9,TM,,0
440,5,151,Charmeleon,Crunch,9,TM,,0
441,5,193,Charmeleon,Dragon Pulse,9,TM,,0
442,5,380,Charmeleon,Heat Wave,9,TM,,0
443,5,263,Charmeleon,Flamethrower,9,TM,,0
444,5,382,Charmeleon,Helping Hand,9,TM,,0
445,5,250,Charmeleon,Fire Blast,9,TM,,0
446,5,253,Charmeleon,Fire Pledge,9,TM,,0
447,5,572,Charmeleon,Outrage,9,TM,,0
448,5,574,Charmeleon,Overheat,9,TM,,0
449,5,277,Charmeleon,Focus Blast,9,TM,,0
450,5,264,Charmeleon,Flare Blitz,9,TM,,0
451,5,847,Charmeleon,Tera Blast,9,TM,,0
452,5,664,Charmeleon,Roar,9,TM,,0
453,5,279,Charmeleon,Focus Punch,9,TM,,0
454,5,911,Charmeleon,Weather Ball,9,TM,,0
455,5,846,Charmeleon,Temper Flare,9,TM,,0
456,5,86,Charmeleon,Breaking Swipe,9,TM,,0
457,5,352,Charmeleon,Growl,9,level_up,,1
458,5,830,Charmeleon,Tackle,9,level_up,,1
459,5,220,Charmeleon,Ember,9,level_up,,4
460,5,748,Charmeleon,Smokescreen,9,level_up,,8
461,5,186,Charmeleon,Dragon Breath,9,level_up,,12
462,5,251,Charmeleon,Fire Fang,9,level_up,,17
463,5,255,Charmeleon,Fire Spin,9,level_up,,20
464,5,738,Charmeleon,Slash,9,level_up,,24
465,5,263,Charmeleon,Flamethrower,9,level_up,,30
466,5,195,Charmeleon,Dragon Rush,9,level_up,,42
467,5,264,Charmeleon,Flare Blitz,9,level_up,,54
468,5,188,Charmeleon,Dragon Claw,9,TM,,0
469,5,664,Charmeleon,Roar,9,TM,,0
470,5,88,Charmeleon,Brick Break,9,TM,,0
471,5,669,Charmeleon,Rock Slide,9,TM,,0
472,5,251,Charmeleon,Fire Fang,9,TM,,0
473,5,616,Charmeleon,Protect,9,TM,,0
474,5,858,Charmeleon,Thunder Punch,9,TM,,0
475,5,151,Charmeleon,Crunch,9,TM,,0
476,5,823,Charmeleon,Swift,9,TM,,0
477,5,168,Charmeleon,Dig,9,TM,,0
478,5,254,Charmeleon,Fire Punch,9,TM,,0
479,5,825,Charmeleon,Swords Dance,9,TM,,0
480,5,75,Charmeleon,Body Slam,9,TM,,0
481,5,223,Charmeleon,Endure,9,TM,,0
482,5,672,Charmeleon,Rock Tomb,9,TM,,0
483,5,250,Charmeleon,Fire Blast,9,TM,,0
484,5,574,Charmeleon,Overheat,9,TM,,0
485,5,919,Charmeleon,Will-O-Wisp,9,TM,,0
486,5,707,Charmeleon,Shadow Claw,9,TM,,0
487,5,263,Charmeleon,Flamethrower,9,TM,,0
488,5,380,Charmeleon,Heat Wave,9,TM,,0
489,5,255,Charmeleon,Fire Spin,9,TM,,0
490,5,193,Charmeleon,Dragon Pulse,9,TM,,0
491,5,807,Charmeleon,Substitute,9,TM,,0
492,5,428,Charmeleon,Iron Tail,9,TM,,0
493,5,572,Charmeleon,Outrage,9,TM,,0
494,5,277,Charmeleon,Focus Blast,9,TM,,0
495,5,264,Charmeleon,Flare Blitz,9,TM,,0
496,5,234,Charmeleon,Facade,9,TM,,0
497,5,261,Charmeleon,Flame Charge,9,TM,,0
498,5,21,Charmeleon,Ancient Power,9,TM,,0
499,5,240,Charmeleon,False Swipe,9,TM,,0
500,6,188,Charizard,Dragon Claw,9,level_up,,1
501,6,220,Charizard,Ember,9,level_up,,1
502,6,352,Charizard,Growl,9,level_up,,1
503,6,380,Charizard,Heat Wave,9,level_up,,1
504,6,695,Charizard,Scratch,9,level_up,,1
505,6,748,Charizard,Smokescreen,9,level_up,,1
506,6,186,Charizard,Dragon Breath,9,level_up,,12
507,6,251,Charizard,Fire Fang,9,level_up,,19
508,6,738,Charizard,Slash,9,level_up,,24
509,6,263,Charizard,Flamethrower,9,level_up,,30
510,6,693,Charizard,Scary Face,9,level_up,,39
511,6,255,Charizard,Fire Spin,9,level_up,,46
