learn_id,pokemon_id,move_id,pokemon_name_en,move_name_en,gen,method,method_transfer,learn_level
41,1,382,Bulbasaur,Helping Hand,9,TM,,0
42,1,349,Bulbasaur,Grassy Terrain,9,TM,,0
43,1,346,Bulbasaur,Grass Pledge,9,TM,,0
44,1,742,Bulbasaur,Sludge Bomb,9,TM,,0
45,1,447,Bulbasaur,Leaf Storm,9,TM,,0
46,1,757,Bulbasaur,Solar Beam,9,TM,,0
47,1,847,Bulbasaur,Tera Blast,9,TM,,0
48,1,869,Bulbasaur,Toxic,9,TM,,0
49,1,438,Bulbasaur,Knock Off,9,TM,,0
50,1,911,Bulbasaur,Weather Ball,9,TM,,0
51,1,348,Bulbasaur,Grassy Glide,9,TM,,0
52,1,183,Bulbasaur,Double-Edge,9,TM,,0
53,1,154,Bulbasaur,Curse,9,TM,,0
54,1,352,Bulbasaur,Growl,9,level_up,,1
55,1,830,Bulbasaur,Tackle,9,level_up,,1
56,1,897,Bulbasaur,Vine Whip,9,level_up,,3
57,1,353,Bulbasaur,Growth,9,level_up,,6
58,1,451,Bulbasaur,Leech Seed,9,level_up,,9
59,1,647,Bulbasaur,Razor Leaf,9,level_up,,12
60,1,595,Bulbasaur,Poison Powder,9,level_up,,15
61,1,739,Bulbasaur,Sleep Powder,9,level_up,,15
62,1,835,Bulbasaur,Take Down,9,level_up,,25
63,1,474,Bulbasaur,Magical Leaf,9,level_up,,30
64,1,827,Bulbasaur,Synthesis,9,level_up,,35
65,1,19,Bulbasaur,Amnesia,9,level_up,,40
66,1,743,Bulbasaur,Sludge Wave,9,level_up,,42
67,1,183,Bulbasaur,Double-Edge,9,level_up,,45
68,1,757,Bulbasaur,Solar Beam,9,level_up,,55
69,1,869,Bulbasaur,Toxic,9,TM,,0
70,1,457,Bulbasaur,Light Screen,9,TM,,0
71,1,616,Bulbasaur,Protect,9,TM,,0
72,1,224,Bulbasaur,Energy Ball,9,TM,,0
73,1,825,Bulbasaur,Swords Dance,9,TM,,0
74,1,75,Bulbasaur,Body Slam,9,TM,,0
75,1,223,Bulbasaur,Endure,9,TM,,0
76,1,98,Bulbasaur,Bullet Seed,9,TM,,0
77,1,336,Bulbasaur,Giga Drain,9,TM,,0
78,1,683,Bulbasaur,Safeguard,9,TM,,0
79,1,742,Bulbasaur,Sludge Bomb,9,TM,,0
80,1,183,Bulbasaur,Double-Edge,9,TM,,0
81,1,757,Bulbasaur,Solar Beam,9,TM,,0
82,1,807,Bulbasaur,Substitute,9,TM,,0
83,1,925,Bulbasaur,Work Up,9,TM,,0
84,1,234,Bulbasaur,Facade,9,TM,,0
85,1,7,Bulbasaur,Acid Spray,9,TM,,0
86,1,872,Bulbasaur,Trailblaze,9,TM,,0
87,1,240,Bulbasaur,False Swipe,9,TM,,0
88,1,701,Bulbasaur,Seed Bomb,9,TM,,0
89,1,583,Bulbasaur,Petal Dance,9,TM,,0
90,2,352,Ivysaur,Growl,9,level_up,,1
91,2,353,Ivysaur,Growth,9,level_up,,1
92,2,830,Ivysaur,Tackle,9,level_up,,1
93,2,897,Ivysaur,Vine Whip,9,level_up,,1
94,2,451,Ivysaur,Leech Seed,9,level_up,,9
95,2,647,Ivysaur,Razor Leaf,9,level_up,,12
96,2,595,Ivysaur,Poison Powder,9,level_up,,15
97,2,739,Ivysaur,Sleep Powder,9,level_up,,15
98,2,701,Ivysaur,Seed Bomb,9,level_up,,20
99,2,835,Ivysaur,Take Down,9,level_up,,25
100,2,822,Ivysaur,Sweet Scent,9,level_up,,30
101,2,827,Ivysaur,Synthesis,9,level_up,,35
102,2,926,Ivysaur,Worry Seed,9,level_up,,40
103,2,611,Ivysaur,Power Whip,9,level_up,,45
104,2,757,Ivysaur,Solar Beam,9,level_up,,50
105,2,835,Ivysaur,Take Down,9,egg,,1
106,2,111,Ivysaur,Charm,9,egg,,1
107,2,616,Ivysaur,Protect,9,egg,,1
108,2,7,Ivysaur,Acid Spray,9,egg,,1
109,2,872,Ivysaur,Trailblaze,9,egg,,1
110,2,234,Ivysaur,Facade,9,egg,,1
111,2,474,Ivysaur,Magical Leaf,9,egg,,1
112,2,895,Ivysaur,Venoshock,9,egg,,1
113,2,223,Ivysaur,Endure,9,egg,,1
114,2,810,Ivysaur,Sunny Day,9,egg,,1
115,2,98,Ivysaur,Bullet Seed,9,egg,,1
116,2,240,Ivysaur,False Swipe,9,egg,,1
117,2,75,Ivysaur,Body Slam,9,egg,,1
118,2,740,Ivysaur,Sleep Talk,9,egg,,1
119,2,701,Ivysaur,Seed Bomb,9,egg,,1
120,2,345,Ivysaur,Grass Knot,9,egg,,1
121,2,656,Ivysaur,Rest,9,egg,,1
122,2,825,Ivysaur,Swords Dance,9,egg,,1
123,2,807,Ivysaur,Substitute,9,egg,,1
124,2,336,Ivysaur,Giga Drain,9,egg,,1
125,2,224,Ivysaur,Energy Ball,9,egg,,1
126,2,382,Ivysaur,Helping Hand,9,egg,,1
127,2,349,Ivysaur,Grassy Terrain,9,egg,,1
128,2,346,Ivysaur,Grass Pledge,9,egg,,1
129,2,742,Ivysaur,Sludge Bomb,9,egg,,1
130,2,447,Ivysaur,Leaf Storm,9,egg,,1
131,2,757,Ivysaur,Solar Beam,9,egg,,1
132,2,847,Ivysaur,Tera Blast,9,egg,,1
133,2,664,Ivysaur,Roar,9,egg,,1
134,2,869,Ivysaur,Toxic,9,egg,,1
135,2,438,Ivysaur,Knock Off,9,egg,,1
136,2,911,Ivysaur,Weather Ball,9,egg,,1
137,2,348,Ivysaur,Grassy Glide,9,egg,,1
138,2,183,Ivysaur,Double-Edge,9,egg,,1
139,2,154,Ivysaur,Curse,9,egg,,1
140,2,835,Ivysaur,Take Down,9,TM,,0
141,2,111,Ivysaur,Charm,9,TM,,0
142,2,616,Ivysaur,Protect,9,TM,,0
143,2,7,Ivysaur,Acid Spray,9,TM,,0
144,2,872,Ivysaur,Trailblaze,9,TM,,0
145,2,234,Ivysaur,Facade,9,TM,,0
146,2,474,Ivysaur,Magical Leaf,9,TM,,0
147,2,895,Ivysaur,Venoshock,9,TM,,0
148,2,223,Ivysaur,Endure,9,TM,,0
149,2,810,Ivysaur,Sunny Day,9,TM,,0
150,2,98,Ivysaur,Bullet Seed,9,TM,,0
151,2,240,Ivysaur,False Swipe,9,TM,,0
152,2,75,Ivysaur,Body Slam,9,TM,,0
153,2,740,Ivysaur,Sleep Talk,9,TM,,0
154,2,701,Ivysaur,Seed Bomb,9,TM,,0
155,2,345,Ivysaur,Grass Knot,9,TM,,0
156,2,656,Ivysaur,Rest,9,TM,,0
157,2,825,Ivysaur,Swords Dance,9,TM,,0
158,2,807,Ivysaur,Substitute,9,TM,,0
159,2,336,Ivysaur,Giga Drain,9,TM,,0
160,2,224,Ivysaur,Energy Ball,9,TM,,0
161,2,382,Ivysaur,Helping Hand,9,TM,,0
162,2,349,Ivysaur,Grassy Terrain,9,TM,,0
163,2,346,Ivysaur,Grass Pledge,9,TM,,0
164,2,742,Ivysaur,Sludge Bomb,9,TM,,0
165,2,447,Ivysaur,Leaf Storm,9,TM,,0
166,2,757,Ivysaur,Solar Beam,9,TM,,0
167,2,847,Ivysaur,Tera Blast,9,TM,,0
168,2,664,Ivysaur,Roar,9,TM,,0
169,2,869,Ivysaur,Toxic,9,TM,,0
170,2,438,Ivysaur,Knock Off,9,TM,,0
171,2,911,Ivysaur,Weather Ball,9,TM,,0
172,2,348,Ivysaur,Grassy Glide,9,TM,,0
173,2,183,Ivysaur,Double-Edge,9,TM,,0
174,2,154,Ivysaur,Curse,9,TM,,0
175,2,352,Ivysaur,Growl,9,level_up,,1
176,2,830,Ivysaur,Tackle,9,level_up,,1
177,2,897,Ivysaur,Vine Whip,9,level_up,,3
178,2,353,Ivysaur,Growth,9,level_up,,6
179,2,451,Ivysaur,Leech Seed,9,level_up,,9
180,2,647,Ivysaur,Razor Leaf,9,level_up,,12
181,2,595,Ivysaur,Poison Powder,9,level_up,,15
182,2,739,Ivysaur,Sleep Powder,9,level_up,,15
183,2,835,Ivysaur,Take Down,9,level_up,,25
184,2,474,Ivysaur,Magical Leaf,9,level_up,,30
185,2,827,Ivysaur,Synthesis,9,level_up,,35
186,2,19,Ivysaur,Amnesia,9,level_up,,40
187,2,743,Ivysaur,Sludge Wave,9,level_up,,42
188,2,183,Ivysaur,Double-Edge,9,level_up,,45
189,2,757,Ivysaur,Solar Beam,9,level_up,,55
190,2,664,Ivysaur,Roar,9,TM,,0
191,2,869,Ivysaur,Toxic,9,TM,,0
192,2,457,Ivysaur,Light Screen,9,TM,,0
193,2,616,Ivysaur,Protect,9,TM,,0
194,2,224,Ivysaur,Energy Ball,9,TM,,0
195,2,825,Ivysaur,Swords Dance,9,TM,,0
196,2,75,Ivysaur,Body Slam,9,TM,,0
197,2,223,Ivysaur,Endure,9,TM,,0
198,2,98,Ivysaur,Bullet Seed,9,TM,,0
199,2,336,Ivysaur,Giga Drain,9,TM,,0
200,2,683,Ivysaur,Safeguard,9,TM,,0
201,2,742,Ivysaur,Sludge Bomb,9,TM,,0
202,2,183,Ivysaur,Double-Edge,9,TM,,0
203,2,757,Ivysaur,Solar Beam,9,TM,,0
204,2,807,Ivysaur,Substitute,9,TM,,0
205,2,925,Ivysaur,Work Up,9,TM,,0
206,2,234,Ivysaur,Facade,9,TM,,0
207,2,7,Ivysaur,Acid Spray,9,TM,,0
208,2,872,Ivysaur,Trailblaze,9,TM,,0
209,2,240,Ivysaur,False Swipe,9,TM,,0
210,2,701,Ivysaur,Seed Bomb,9,TM,,0
211,2,583,Ivysaur,Petal Dance,9,TM,,0
212,3,352,Venusaur,Growl,9,level_up,,1
213,3,353,Venusaur,Growth,9,level_up,,1
214,3,583,Venusaur,Petal Dance,9,level_up,,1
215,3,830,Venusaur,Tackle,9,level_up,,1
216,3,897,Venusaur,Vine Whip,9,level_up,,1
217,3,451,Venusaur,Leech Seed,9,level_up,,9
218,3,647,Venusaur,Razor Leaf,9,level_up,,12
219,3,595,Venusaur,Poison Powder,9,level_up,,15
220,3,739,Venusaur,Sleep Powder,9,level_up,,15
221,3,701,Venusaur,Seed Bomb,9,level_up,,20
222,3,835,Venusaur,Take Down,9,level_up,,25
223,3,822,Venusaur,Sweet Scent,9,level_up,,30
224,3,827,Venusaur,Synthesis,9,level_up,,37
225,3,926,Venusaur,Worry Seed,9,level_up,,44
226,3,611,Venusaur,Power Whip,9,level_up,,51
227,3,757,Venusaur,Solar Beam,9,level_up,,58
228,3,582,Venusaur,Petal Blizzard,9,evolution,,32
229,3,835,Venusaur,Take Down,9,egg,,1
230,3,111,Venusaur,Charm,9,egg,,1
231,3,693,Venusaur,Scary Face,9,egg,,1
232,3,616,Venusaur,Protect,9,egg,,1
233,3,7,Venusaur,Acid Spray,9,egg,,1
234,3,872,Venusaur,Trailblaze,9,egg,,1
235,3,234,Venusaur,Facade,9,egg,,1
236,3,96,Venusaur,Bulldoze,9,egg,,1
237,3,474,Venusaur,Magical Leaf,9,egg,,1
238,3,895,Venusaur,Venoshock,9,egg,,1
239,3,223,Venusaur,Endure,9,egg,,1
240,3,810,Venusaur,Sunny Day,9,egg,,1
241,3,98,Venusaur,Bullet Seed,9,egg,,1
242,3,240,Venusaur,False Swipe,9,egg,,1
243,3,75,Venusaur,Body Slam,9,egg,,1
244,3,740,Venusaur,Sleep Talk,9,egg,,1
245,3,701,Venusaur,Seed Bomb,9,egg,,1
246,3,345,Venusaur,Grass Knot,9,egg,,1
247,3,594,Venusaur,Poison Jab,9,egg,,1
248,3,793,Venusaur,Stomping Tantrum,9,egg,,1
249,3,656,Venusaur,Rest,9,egg,,1
250,3,825,Venusaur,Swords Dance,9,egg,,1
251,3,807,Venusaur,Substitute,9,egg,,1
252,3,336,Venusaur,Giga Drain,9,egg,,1
253,3,224,Venusaur,Energy Ball,9,egg,,1
254,3,19,Venusaur,Amnesia,9,egg,,1
255,3,382,Venusaur,Helping Hand,9,egg,,1
256,3,207,Venusaur,Earth Power,9,egg,,1
257,3,349,Venusaur,Grassy Terrain,9,egg,,1
258,3,346,Venusaur,Grass Pledge,9,egg,,1
259,3,742,Venusaur,Sludge Bomb,9,egg,,1
260,3,208,Venusaur,Earthquake,9,egg,,1
261,3,337,Venusaur,Giga Impact,9,egg,,1
262,3,289,Venusaur,Frenzy Plant,9,egg,,1
263,3,447,Venusaur,Leaf Storm,9,egg,,1
264,3,399,Venusaur,Hyper Beam,9,egg,,1
265,3,757,Venusaur,Solar Beam,9,egg,,1
266,3,847,Venusaur,Tera Blast,9,egg,,1
267,3,664,Venusaur,Roar,9,egg,,1
268,3,869,Venusaur,Toxic,9,egg,,1
269,3,438,Venusaur,Knock Off,9,egg,,1
270,3,911,Venusaur,Weather Ball,9,egg,,1
271,3,348,Venusaur,Grassy Glide,9,egg,,1
272,3,183,Venusaur,Double-Edge,9,egg,,1
273,3,582,Venusaur,Petal Blizzard,9,egg,,1
274,3,154,Venusaur,Curse,9,egg,,1
275,3,835,Venusaur,Take Down,9,TM,,0
276,3,111,Venusaur,Charm,9,TM,,0
277,3,693,Venusaur,Scary Face,9,TM,,0
278,3,616,Venusaur,Protect,9,TM,,0
279,3,7,Venusaur,Acid Spray,9,TM,,0
280,3,872,Venusaur,Trailblaze,9,TM,,0
281,3,234,Venusaur,Facade,9,TM,,0
282,3,96,Venusaur,Bulldoze,9,TM,,0
283,3,474,Venusaur,Magical Leaf,9,TM,,0
284,3,895,Venusaur,Venoshock,9,TM,,0
285,3,223,Venusaur,Endure,9,TM,,0
286,3,810,Venusaur,Sunny Day,9,TM,,0
287,3,98,Venusaur,Bullet Seed,9,TM,,0
288,3,240,Venusaur,False Swipe,9,TM,,0
289,3,75,Venusaur,Body Slam,9,TM,,0
290,3,740,Venusaur,Sleep Talk,9,TM,,0
291,3,701,Venusaur,Seed Bomb,9,TM,,0
292,3,345,Venusaur,Grass Knot,9,TM,,0
293,3,594,Venusaur,Poison Jab,9,TM,,0
294,3,793,Venusaur,Stomping Tantrum,9,TM,,0
295,3,656,Venusaur,Rest,9,TM,,0
296,3,825,Venusaur,Swords Dance,9,TM,,0
297,3,807,Venusaur,Substitute,9,TM,,0
298,3,336,Venusaur,Giga Drain,9,TM,,0
299,3,224,Venusaur,Energy Ball,9,TM,,0
300,3,19,Venusaur,Amnesia,9,TM,,0
301,3,382,Venusaur,Helping Hand,9,TM,,0
302,3,207,Venusaur,Earth Power,9,TM,,0
303,3,349,Venusaur,Grassy Terrain,9,TM,,0
304,3,346,Venusaur,Grass Pledge,9,TM,,0
305,3,742,Venusaur,Sludge Bomb,9,TM,,0
306,3,208,Venusaur,Earthquake,9,TM,,0
307,3,337,Venusaur,Giga Impact,9,TM,,0
308,3,289,Venusaur,Frenzy Plant,9,TM,,0
309,3,447,Venusaur,Leaf Storm,9,TM,,0
310,3,399,Venusaur,Hyper Beam,9,TM,,0
311,3,757,Venusaur,Solar Beam,9,TM,,0
312,3,847,Venusaur,Tera Blast,9,TM,,0
313,3,664,Venusaur,Roar,9,TM,,0
314,3,869,Venusaur,Toxic,9,TM,,0
315,3,438,Venusaur,Knock Off,9,TM,,0
316,3,911,Venusaur,Weather Ball,9,TM,,0
317,3,348,Venusaur,Grassy Glide,9,TM,,0
318,3,183,Venusaur,Double-Edge,9,TM,,0
319,3,582,Venusaur,Petal Blizzard,9,TM,,0
320,3,154,Venusaur,Curse,9,TM,,0
321,3,352,Venusaur,Growl,9,level_up,,1
322,3,830,Venusaur,Tackle,9,level_up,,1
323,3,897,Venusaur,Vine Whip,9,level_up,,3
324,3,353,Venusaur,Growth,9,level_up,,6
325,3,451,Venusaur,Leech Seed,9,level_up,,9
326,3,647,Venusaur,Razor Leaf,9,level_up,,12
327,3,595,Venusaur,Poison Powder,9,level_up,,15
328,3,739,Venusaur,Sleep Powder,9,level_up,,15
329,3,835,Venusaur,Take Down,9,level_up,,25
330,3,474,Venusaur,Magical Leaf,9,level_up,,30
331,3,827,Venusaur,Synthesis,9,level_up,,35
332,3,19,Venusaur,Amnesia,9,level_up,,40
333,3,743,Venusaur,Sludge Wave,9,level_up,,42
334,3,183,Venusaur,Double-Edge,9,level_up,,45
335,3,757,Venusaur,Solar Beam,9,level_up,,55
336,3,611,Venusaur,Power Whip,9,evolution,,32
337,3,664,Venusaur,Roar,9,TM,,0
338,3,869,Venusaur,Toxic,9,TM,,0
339,3,457,Venusaur,Light Screen,9,TM,,0
340,3,616,Venusaur,Protect,9,TM,,0
341,3,224,Venusaur,Energy Ball,9,TM,,0
342,3,825,Venusaur,Swords Dance,9,TM,,0
343,3,75,Venusaur,Body Slam,9,TM,,0
344,3,223,Venusaur,Endure,9,TM,,0
345,3,98,Venusaur,Bullet Seed,9,TM,,0
346,3,336,Venusaur,Giga Drain,9,TM,,0
347,3,399,Venusaur,Hyper Beam,9,TM,,0
348,3,683,Venusaur,Safeguard,9,TM,,0
349,3,207,Venusaur,Earth Power,9,TM,,0
350,3,742,Venusaur,Sludge Bomb,9,TM,,0
351,3,337,Venusaur,Giga Impact,9,TM,,0
352,3,183,Venusaur,Double-Edge,9,TM,,0
353,3,757,Venusaur,Solar Beam,9,TM,,0
354,3,208,Venusaur,Earthquake,9,TM,,0
355,3,807,Venusaur,Substitute,9,TM,,0
356,3,572,Venusaur,Outrage,9,TM,,0
357,3,925,Venusaur,Work Up,9,TM,,0
358,3,234,Venusaur,Facade,9,TM,,0
359,3,7,Venusaur,Acid Spray,9,TM,,0
360,3,872,Venusaur,Trailblaze,9,TM,,0
361,3,240,Venusaur,False Swipe,9,TM,,0
362,3,701,Venusaur,Seed Bomb,9,TM,,0
363,3,583,Venusaur,Petal Dance,9,TM,,0
364,3,289,Venusaur,Frenzy Plant,9,TM,,0
365,4,352,Charmander,Growl,9,level_up,,1
366,4,695,Charmander,Scratch,9,level_up,,1
367,4,220,Charmander,Ember,9,level_up,,4
368,4,748,Charmander,Smokescreen,9,level_up,,8
369,4,186,Charmander,Dragon Breath,9,level_up,,12
370,4,251,Charmander,Fire Fang,9,level_up,,17
371,4,738,Charmander,Slash,9,level_up,,20
372,4,263,Charmander,Flamethrower,9,level_up,,24
373,4,693,Charmander,Scary Face,9,level_up,,28
374,4,255,Charmander,Fire Spin,9,level_up,,32
375,4,420,Charmander,Inferno,9,level_up,,36
376,4,264,Charmander,Flare Blitz,9,level_up,,40
377,4,21,Charmander,Ancient Power,9,egg,,1
378,4,57,Charmander,Belly Drum,9,egg,,1
379,4,61,Charmander,Bite,9,egg,,1
380,4,144,Charmander,Counter,9,egg,,1
381,4,195,Charmander,Dragon Rush,9,egg,,1
382,4,196,Charmander,Dragon Tail,9,egg,,1
383,4,428,Charmander,Iron Tail,9,egg,,1
384,4,515,Charmander,Metal Claw,9,egg,,1
385,4,835,Charmander,Take Down,9,TM,,0
386,4,693,Charmander,Scary Face,9,TM,,0
387,4,616,Charmander,Protect,9,TM,,0
388,4,251,Charmander,Fire Fang,9,TM,,0
389,4,255,Charmander,Fire Spin,9,TM,,0
390,4,234,Charmander,Facade,9,TM,,0
391,4,515,Charmander,Metal Claw,9,TM,,0
392,4,823,Charmander,Swift,9,TM,,0
393,4,672,Charmander,Rock Tomb,9,TM,,0
394,4,261,Charmander,Flame Charge,9,TM,,0
395,4,269,Charmander,Fling,9,TM,,0
396,4,196,Charmander,Dragon Tail,9,TM,,0
397,4,223,Charmander,Endure,9,TM,,0
398,4,810,Charmander,Sunny Day,9,TM,,0
399,4,168,Charmander,Dig,9,TM,,0
400,4,240,Charmander,False Swipe,9,TM,,0
401,4,88,Charmander,Brick Break,9,TM,,0
402,4,707,Charmander,Shadow Claw,9,TM,,0
403,4,75,Charmander,Body Slam,9,TM,,0
404,4,254,Charmander,Fire Punch,9,TM,,0
405,4,858,Charmander,Thunder Punch,9,TM,,0
406,4,740,Charmander,Sleep Talk,9,TM,,0
407,4,188,Charmander,Dragon Claw,9,TM,,0
408,4,656,Charmander,Rest,9,TM,,0
409,4,669,Charmander,Rock Slide,9,TM,,0
410,4,825,Charmander,Swords Dance,9,TM,,0
411,4,189,Charmander,Dragon Dance,9,TM,,0
412,4,807,Charmander,Substitute,9,TM,,0
413,4,919,Charmander,Will-O-Wisp,9,TM,,0
414,4,151,Charmander,Crunch,9,TM,,0
415,4,193,Charmander,Dragon Pulse,9,TM,,0
416,4,380,Charmander,Heat Wave,9,TM,,0
417,4,263,Charmander,Flamethrower,9,TM,,0
418,4,382,Charmander,Helping Hand,9,TM,,0
419,4,250,Charmander,Fire Blast,9,TM,,0
420,4,253,Charmander,Fire Pledge,9,TM,,0
421,4,572,Charmander,Outrage,9,TM,,0
422,4,574,Charmander,Overheat,9,TM,,0
423,4,277,Charmander,Focus Blast,9,TM,,0
424,4,264,Charmander,Flare Blitz,9,TM,,0
425,4,847,Charmander,Tera Blast,9,TM,,0
426,4,664,Charmander,Roar,9,TM,,0
427,4,279,Charmander,Focus Punch,9,TM,,0
428,4,911,Charmander,Weather Ball,9,TM,,0
429,4,846,Charmander,Temper Flare,9,TM,,0
430,4,86,Charmander,Breaking Swipe,9,TM,,0
431,4,352,Charmander,Growl,9,level_up,,1
432,4,830,Charmander,Tackle,9,level_up,,1
433,4,220,Charmander,Ember,9,level_up,,4
434,4,748,Charmander,Smokescreen,9,level_up,,8
435,4,186,Charmander,Dragon Breath,9,level_up,,12
436,4,251,Charmander,Fire Fang,9,level_up,,17
437,4,255,Charmander,Fire Spin,9,level_up,,20
438,4,738,Charmander,Slash,9,level_up,,24
439,4,263,Charmander,Flamethrower,9,level_up,,30
440,4,195,Charmander,Dragon Rush,9,level_up,,42
441,4,264,Charmander,Flare Blitz,9,level_up,,54
442,4,188,Charmander,Dragon Claw,9,TM,,0
443,4,664,Charmander,Roar,9,TM,,0
444,4,88,Charmander,Brick Break,9,TM,,0
445,4,669,Charmander,Rock Slide,9,TM,,0
446,4,251,Charmander,Fire Fang,9,TM,,0
447,4,616,Charmander,Protect,9,TM,,0
448,4,858,Charmander,Thunder Punch,9,TM,,0
449,4,151,Charmander,Crunch,9,TM,,0
450,4,823,Charmander,Swift,9,TM,,0
451,4,168,Charmander,Dig,9,TM,,0
452,4,254,Charmander,Fire Punch,9,TM,,0
453,4,825,Charmander,Swords Dance,9,TM,,0
454,4,75,Charmander,Body Slam,9,TM,,0
455,4,223,Charmander,Endure,9,TM,,0
456,4,672,Charmander,Rock Tomb,9,TM,,0
457,4,250,Charmander,Fire Blast,9,TM,,0
458,4,574,Charmander,Overheat,9,TM,,0
459,4,919,Charmander,Will-O-Wisp,9,TM,,0
460,4,707,Charmander,Shadow Claw,9,TM,,0
461,4,263,Charmander,Flamethrower,9,TM,,0
462,4,380,Charmander,Heat Wave,9,TM,,0
463,4,255,Charmander,Fire Spin,9,TM,,0
464,4,193,Charmander,Dragon Pulse,9,TM,,0
465,4,807,Charmander,Substitute,9,TM,,0
466,4,428,Charmander,Iron Tail,9,TM,,0
467,4,572,Charmander,Outrage,9,TM,,0
468,4,277,Charmander,Focus Blast,9,TM,,0
469,4,264,Charmander,Flare Blitz,9,TM,,0
470,4,234,Charmander,Facade,9,TM,,0
471,4,261,Charmander,Flame Charge,9,TM,,0
472,4,21,Charmander,Ancient Power,9,TM,,0
473,4,240,Charmander,False Swipe,9,TM,,0
474,5,220,Charmeleon,Ember,9,level_up,,1
475,5,352,Charmeleon,Growl,9,level_up,,1
476,5,695,Charmeleon,Scratch,9,level_up,,1
477,5,748,Charmeleon,Smokescreen,9,level_up,,1
478,5,186,Charmeleon,Dragon Breath,9,level_up,,12
479,5,251,Charmeleon,Fire Fang,9,level_up,,19
480,5,738,Charmeleon,Slash,9,level_up,,24
481,5,263,Charmeleon,Flamethrower,9,level_up,,30
482,5,693,Charmeleon,Scary Face,9,level_up,,37
483,5,420,Charmeleon,Inferno,9,level_up,,48
484,5,264,Charmeleon,Flare Blitz,9,level_up,,54
485,5,21,Charmeleon,Ancient Power,9,egg,,1
486,5,57,Charmeleon,Belly Drum,9,egg,,1
487,5,61,Charmeleon,Bite,9,egg,,1
488,5,144,Charmeleon,Counter,9,egg,,1
489,5,195,Charmeleon,Dragon Rush,9,egg,,1
490,5,196,Charmeleon,Dragon Tail,9,egg,,1
491,5,428,Charmeleon,Iron Tail,9,egg,,1
492,5,515,Charmeleon,Metal Claw,9,egg,,1
493,5,835,Charmeleon,Take Down,9,TM,,0
494,5,693,Charmeleon,Scary Face,9,TM,,0
495,5,616,Charmeleon,Protect,9,TM,,0
496,5,251,Charmeleon,Fire Fang,9,TM,,0
497,5,255,Charmeleon,Fire Spin,9,TM,,0
498,5,234,Charmeleon,Facade,9,TM,,0
499,5,823,Charmeleon,Swift,9,TM,,0
500,5,672,Charmeleon,Rock Tomb,9,TM,,0
501,5,261,Charmeleon,Flame Charge,9,TM,,0
502,5,269,Charmeleon,Fling,9,TM,,0
503,5,196,Charmeleon,Dragon Tail,9,TM,,0
504,5,223,Charmeleon,Endure,9,TM,,0
505,5,810,Charmeleon,Sunny Day,9,TM,,0
506,5,168,Charmeleon,Dig,9,TM,,0
507,5,240,Charmeleon,False Swipe,9,TM,,0
508,5,88,Charmeleon,Brick Break,9,TM,,0
509,5,707,Charmeleon,Shadow Claw,9,TM,,0
510,5,75,Charmeleon,Body Slam,9,TM,,0
511,5,254,Charmeleon,Fire Punch,9,TM,,0
512,5,858,Charmeleon,Thunder Punch,9,TM,,0
